Time,Time,ampm,Funding Interval,Funding Rate,Price
2/11/2020,6:00:00,PM,8h,0.30%,10208.23633
2/12/2020,10:00:00,AM,8h,0.10%,10326.05469
2/12/2020,2:00:00,AM,8h,0.11%,10326.05469
2/12/2020,6:00:00,PM,8h,0.09%,10326.05469
2/13/2020,10:00:00,AM,8h,0.07%,10214.37988
2/13/2020,2:00:00,AM,8h,0.08%,10214.37988
2/13/2020,6:00:00,PM,8h,0.06%,10214.37988
2/14/2020,10:00:00,AM,8h,0.06%,10312.11621
2/14/2020,2:00:00,AM,8h,0.07%,10312.11621
2/14/2020,6:00:00,PM,8h,0.06%,10312.11621
2/15/2020,10:00:00,AM,8h,0.09%,9889.424805
2/15/2020,2:00:00,AM,8h,0.10%,9889.424805
2/15/2020,6:00:00,PM,8h,0.05%,9889.424805
2/16/2020,10:00:00,AM,8h,0.06%,9934.433594
2/16/2020,2:00:00,AM,8h,0.04%,9934.433594
2/16/2020,6:00:00,PM,8h,0.04%,9934.433594
2/17/2020,10:00:00,AM,8h,0.09%,9690.142578
2/17/2020,2:00:00,AM,8h,0.06%,9690.142578
2/17/2020,6:00:00,PM,8h,0.03%,9690.142578
2/18/2020,10:00:00,AM,8h,0.03%,10141.99609
2/18/2020,2:00:00,AM,8h,0.01%,10141.99609
2/18/2020,6:00:00,PM,8h,0.05%,10141.99609
2/19/2020,10:00:00,AM,8h,0.04%,9633.386719
2/19/2020,2:00:00,AM,8h,0.04%,9633.386719
2/19/2020,6:00:00,PM,8h,0.01%,9633.386719
2/20/2020,10:00:00,AM,8h,0.01%,9608.475586
2/20/2020,2:00:00,AM,8h,0.01%,9608.475586
2/20/2020,6:00:00,PM,8h,0.01%,9608.475586
2/21/2020,10:00:00,AM,8h,0.01%,9686.441406
2/21/2020,2:00:00,AM,8h,0.01%,9686.441406
2/21/2020,6:00:00,PM,8h,0.01%,9686.441406
2/22/2020,10:00:00,AM,8h,0.01%,9663.181641
2/22/2020,2:00:00,AM,8h,0.01%,9663.181641
2/22/2020,6:00:00,PM,8h,0.03%,9663.181641
2/23/2020,10:00:00,AM,8h,0.07%,9924.515625
2/23/2020,2:00:00,AM,8h,0.04%,9924.515625
2/23/2020,6:00:00,PM,8h,0.05%,9924.515625
2/24/2020,10:00:00,AM,8h,0.01%,9650.174805
2/24/2020,2:00:00,AM,8h,0.01%,9650.174805
2/24/2020,6:00:00,PM,8h,0.03%,9650.174805
2/25/2020,10:00:00,AM,8h,0.05%,9341.705078
2/25/2020,2:00:00,AM,8h,0.03%,9341.705078
2/25/2020,6:00:00,PM,8h,0.04%,9341.705078
2/26/2020,10:00:00,AM,8h,0.04%,8820.522461
2/26/2020,2:00:00,AM,8h,0.05%,8820.522461
2/26/2020,6:00:00,PM,8h,0.02%,8820.522461
2/27/2020,10:00:00,AM,8h,0.01%,8784.494141
2/27/2020,2:00:00,AM,8h,0.01%,8784.494141
2/27/2020,6:00:00,PM,8h,0.01%,8784.494141
2/28/2020,10:00:00,AM,8h,0.02%,8672.455078
2/28/2020,2:00:00,AM,8h,0.01%,8672.455078
2/28/2020,6:00:00,PM,8h,0.06%,8672.455078
2/29/2020,10:00:00,AM,8h,0.06%,8599.508789
2/29/2020,2:00:00,AM,8h,0.06%,8599.508789
2/29/2020,6:00:00,PM,8h,0.05%,8599.508789
3/1/2020,10:00:00,AM,8h,0.03%,8562.454102
3/1/2020,2:00:00,AM,8h,0.03%,8562.454102
3/1/2020,6:00:00,PM,8h,0.02%,8562.454102
3/2/2020,10:00:00,AM,8h,0.01%,8869.669922
3/2/2020,2:00:00,AM,8h,0.01%,8869.669922
3/2/2020,6:00:00,PM,8h,0.01%,8869.669922
3/3/2020,10:00:00,AM,8h,0.01%,8787.786133
3/3/2020,2:00:00,AM,8h,0.01%,8787.786133
3/3/2020,6:00:00,PM,8h,0.01%,8787.786133
3/4/2020,10:00:00,AM,8h,0.02%,8755.246094
3/4/2020,2:00:00,AM,8h,0.01%,8755.246094
3/4/2020,6:00:00,PM,8h,0.01%,8755.246094
3/5/2020,10:00:00,AM,8h,0.02%,9078.762695
3/5/2020,2:00:00,AM,8h,0.02%,9078.762695
3/5/2020,6:00:00,PM,8h,0.02%,9078.762695
3/6/2020,10:00:00,AM,8h,0.04%,9122.545898
3/6/2020,2:00:00,AM,8h,0.02%,9122.545898
3/6/2020,6:00:00,PM,8h,0.04%,9122.545898
3/7/2020,10:00:00,AM,8h,0.03%,8909.954102
3/7/2020,2:00:00,AM,8h,0.03%,8909.954102
3/7/2020,6:00:00,PM,8h,0.05%,8909.954102
3/8/2020,11:00:00,AM,8h,0.04%,8108.116211
3/8/2020,3:00:00,AM,8h,0.05%,8108.116211
3/8/2020,7:00:00,PM,8h,0.01%,8108.116211
3/9/2020,11:00:00,AM,8h,0.01%,7923.644531
3/9/2020,3:00:00,AM,8h,0.01%,7923.644531
3/9/2020,7:00:00,PM,8h,0.01%,7923.644531
3/10/2020,11:00:00,AM,8h,0.01%,7909.729492
3/10/2020,3:00:00,AM,8h,0.01%,7909.729492
3/10/2020,7:00:00,PM,8h,0.01%,7909.729492
3/11/2020,11:00:00,AM,8h,0.02%,7911.430176
3/11/2020,3:00:00,AM,8h,0.01%,7911.430176
3/11/2020,7:00:00,PM,8h,0.01%,7911.430176
3/12/2020,11:00:00,AM,8h,-0.02%,4970.788086
3/12/2020,3:00:00,AM,8h,0.01%,4970.788086
3/12/2020,7:00:00,PM,8h,-0.02%,4970.788086
3/13/2020,11:00:00,AM,8h,-0.07%,5563.707031
3/13/2020,3:00:00,AM,8h,-0.30%,5563.707031
3/13/2020,7:00:00,PM,8h,-0.08%,5563.707031
3/14/2020,11:00:00,AM,8h,-0.05%,5200.366211
3/14/2020,3:00:00,AM,8h,-0.01%,5200.366211
3/14/2020,7:00:00,PM,8h,-0.05%,5200.366211
3/15/2020,11:00:00,AM,8h,-0.05%,5392.314941
3/15/2020,3:00:00,AM,8h,-0.05%,5392.314941
3/15/2020,7:00:00,PM,8h,-0.03%,5392.314941
3/16/2020,11:00:00,AM,8h,-0.09%,5014.47998
3/16/2020,3:00:00,AM,8h,-0.04%,5014.47998
3/16/2020,7:00:00,PM,8h,-0.02%,5014.47998
3/17/2020,11:00:00,AM,8h,-0.01%,5225.629395
3/17/2020,3:00:00,AM,8h,0.00%,5225.629395
3/17/2020,7:00:00,PM,8h,-0.01%,5225.629395
3/18/2020,11:00:00,AM,8h,-0.03%,5238.438477
3/18/2020,3:00:00,AM,8h,-0.04%,5238.438477
3/18/2020,7:00:00,PM,8h,-0.02%,5238.438477
3/19/2020,11:00:00,AM,8h,-0.03%,6191.192871
3/19/2020,3:00:00,AM,8h,-0.02%,6191.192871
3/19/2020,7:00:00,PM,8h,-0.02%,6191.192871
3/20/2020,11:00:00,AM,8h,0.01%,6198.77832
3/20/2020,3:00:00,AM,8h,0.00%,6198.77832
3/20/2020,7:00:00,PM,8h,0.01%,6198.77832
3/21/2020,11:00:00,AM,8h,-0.01%,6185.066406
3/21/2020,3:00:00,AM,8h,0.00%,6185.066406
3/21/2020,7:00:00,PM,8h,0.00%,6185.066406
3/22/2020,11:00:00,AM,8h,0.00%,5830.254883
3/22/2020,3:00:00,AM,8h,0.01%,5830.254883
3/22/2020,7:00:00,PM,8h,-0.02%,5830.254883
3/23/2020,11:00:00,AM,8h,0.01%,6416.314941
3/23/2020,3:00:00,AM,8h,-0.02%,6416.314941
3/23/2020,7:00:00,PM,8h,0.01%,6416.314941
3/24/2020,11:00:00,AM,8h,0.01%,6734.803711
3/24/2020,3:00:00,AM,8h,0.01%,6734.803711
3/24/2020,7:00:00,PM,8h,0.01%,6734.803711
3/25/2020,11:00:00,AM,8h,0.01%,6681.062988
3/25/2020,3:00:00,AM,8h,0.01%,6681.062988
3/25/2020,7:00:00,PM,8h,0.00%,6681.062988
3/26/2020,11:00:00,AM,8h,0.00%,6716.44043
3/26/2020,3:00:00,AM,8h,0.01%,6716.44043
3/26/2020,7:00:00,PM,8h,0.01%,6716.44043
3/27/2020,11:00:00,AM,8h,0.00%,6469.79834
3/27/2020,3:00:00,AM,8h,0.01%,6469.79834
3/27/2020,7:00:00,PM,8h,-0.01%,6469.79834
3/28/2020,11:00:00,AM,8h,-0.02%,6242.193848
3/28/2020,3:00:00,AM,8h,-0.04%,6242.193848
3/28/2020,7:00:00,PM,8h,-0.02%,6242.193848
3/29/2020,11:00:00,AM,8h,-0.03%,5922.042969
3/29/2020,3:00:00,AM,8h,-0.03%,5922.042969
3/29/2020,7:00:00,PM,8h,-0.06%,5922.042969
3/30/2020,11:00:00,AM,8h,-0.01%,6429.841797
3/30/2020,3:00:00,AM,8h,-0.03%,6429.841797
3/30/2020,7:00:00,PM,8h,-0.01%,6429.841797
3/31/2020,11:00:00,AM,8h,-0.02%,6438.644531
3/31/2020,3:00:00,AM,8h,-0.02%,6438.644531
3/31/2020,7:00:00,PM,8h,-0.01%,6438.644531
4/1/2020,11:00:00,AM,8h,-0.04%,6606.776367
4/1/2020,3:00:00,AM,8h,-0.05%,6606.776367
4/1/2020,7:00:00,PM,8h,-0.02%,6606.776367
4/2/2020,11:00:00,AM,8h,0.01%,6793.624512
4/2/2020,3:00:00,AM,8h,0.00%,6793.624512
4/2/2020,7:00:00,PM,8h,0.01%,6793.624512
4/3/2020,11:00:00,AM,8h,0.01%,6733.387207
4/3/2020,3:00:00,AM,8h,0.00%,6733.387207
4/3/2020,7:00:00,PM,8h,0.01%,6733.387207
4/4/2020,11:00:00,AM,8h,-0.01%,6867.527344
4/4/2020,3:00:00,AM,8h,0.01%,6867.527344
4/4/2020,7:00:00,PM,8h,0.00%,6867.527344
4/5/2020,11:00:00,AM,8h,0.00%,6791.129395
4/5/2020,3:00:00,AM,8h,0.00%,6791.129395
4/5/2020,7:00:00,PM,8h,0.00%,6791.129395
4/6/2020,11:00:00,AM,8h,-0.01%,7271.78125
4/6/2020,3:00:00,AM,8h,0.00%,7271.78125
4/6/2020,7:00:00,PM,8h,-0.01%,7271.78125
4/7/2020,11:00:00,AM,8h,0.00%,7176.414551
4/7/2020,3:00:00,AM,8h,0.00%,7176.414551
4/7/2020,7:00:00,PM,8h,0.00%,7176.414551
4/8/2020,11:00:00,AM,8h,0.01%,7334.098633
4/8/2020,3:00:00,AM,8h,0.01%,7334.098633
4/8/2020,7:00:00,PM,8h,0.01%,7334.098633
4/9/2020,11:00:00,AM,8h,-0.01%,7302.089355
4/9/2020,3:00:00,AM,8h,-0.01%,7302.089355
4/9/2020,7:00:00,PM,8h,-0.01%,7302.089355
4/10/2020,11:00:00,AM,8h,0.01%,6865.493164
4/10/2020,3:00:00,AM,8h,0.01%,6865.493164
4/10/2020,7:00:00,PM,8h,0.01%,6865.493164
4/11/2020,11:00:00,AM,8h,0.01%,6859.083008
4/11/2020,3:00:00,AM,8h,0.01%,6859.083008
4/11/2020,7:00:00,PM,8h,0.01%,6859.083008
4/12/2020,11:00:00,AM,8h,0.01%,6971.091797
4/12/2020,3:00:00,AM,8h,0.01%,6971.091797
4/12/2020,7:00:00,PM,8h,0.01%,6971.091797
4/13/2020,11:00:00,AM,8h,0.00%,6845.037598
4/13/2020,3:00:00,AM,8h,-0.02%,6845.037598
4/13/2020,7:00:00,PM,8h,0.00%,6845.037598
4/14/2020,11:00:00,AM,8h,-0.02%,6842.427734
4/14/2020,3:00:00,AM,8h,0.01%,6842.427734
4/14/2020,7:00:00,PM,8h,-0.01%,6842.427734
4/15/2020,11:00:00,AM,8h,0.00%,6642.109863
4/15/2020,3:00:00,AM,8h,0.00%,6642.109863
4/15/2020,7:00:00,PM,8h,-0.01%,6642.109863
4/16/2020,11:00:00,AM,8h,0.01%,7116.804199
4/16/2020,3:00:00,AM,8h,-0.05%,7116.804199
4/16/2020,7:00:00,PM,8h,0.01%,7116.804199
4/17/2020,11:00:00,AM,8h,-0.01%,null
4/17/2020,3:00:00,AM,8h,0.00%,null
4/17/2020,7:00:00,PM,8h,0.00%,null
4/18/2020,11:00:00,AM,8h,-0.02%,7257.665039
4/18/2020,3:00:00,AM,8h,-0.02%,7257.665039
4/18/2020,7:00:00,PM,8h,-0.02%,7257.665039
4/19/2020,11:00:00,AM,8h,0.01%,7189.424805
4/19/2020,3:00:00,AM,8h,-0.01%,7189.424805
4/19/2020,7:00:00,PM,8h,0.00%,7189.424805
4/20/2020,11:00:00,AM,8h,-0.01%,6881.958496
4/20/2020,3:00:00,AM,8h,0.00%,6881.958496
4/20/2020,7:00:00,PM,8h,-0.01%,6881.958496
4/21/2020,11:00:00,AM,8h,0.01%,6880.323242
4/21/2020,3:00:00,AM,8h,-0.01%,6880.323242
4/21/2020,7:00:00,PM,8h,0.00%,6880.323242
4/22/2020,11:00:00,AM,8h,-0.03%,7117.20752
4/22/2020,3:00:00,AM,8h,-0.01%,7117.20752
4/22/2020,7:00:00,PM,8h,-0.02%,7117.20752
4/23/2020,11:00:00,AM,8h,0.01%,7429.724609
4/23/2020,3:00:00,AM,8h,-0.02%,7429.724609
4/23/2020,7:00:00,PM,8h,0.01%,7429.724609
4/24/2020,11:00:00,AM,8h,0.01%,7550.900879
4/24/2020,3:00:00,AM,8h,0.01%,7550.900879
4/24/2020,7:00:00,PM,8h,0.01%,7550.900879
4/25/2020,11:00:00,AM,8h,0.01%,7569.936035
4/25/2020,3:00:00,AM,8h,0.01%,7569.936035
4/25/2020,7:00:00,PM,8h,0.01%,7569.936035
4/26/2020,11:00:00,AM,8h,0.01%,7679.867188
4/26/2020,3:00:00,AM,8h,0.01%,7679.867188
4/26/2020,7:00:00,PM,8h,0.01%,7679.867188
4/27/2020,11:00:00,AM,8h,0.01%,7795.601074
4/27/2020,3:00:00,AM,8h,0.01%,7795.601074
4/27/2020,7:00:00,PM,8h,0.01%,7795.601074
4/28/2020,11:00:00,AM,8h,0.01%,7807.058594
4/28/2020,3:00:00,AM,8h,0.01%,7807.058594
4/28/2020,7:00:00,PM,8h,0.01%,7807.058594
4/29/2020,11:00:00,AM,8h,0.01%,8801.038086
4/29/2020,3:00:00,AM,8h,0.01%,8801.038086
4/29/2020,7:00:00,PM,8h,0.01%,8801.038086
4/30/2020,11:00:00,AM,8h,0.01%,8658.553711
4/30/2020,3:00:00,AM,8h,0.10%,8658.553711
4/30/2020,7:00:00,PM,8h,0.02%,8658.553711
5/1/2020,11:00:00,AM,8h,0.01%,8864.766602
5/1/2020,3:00:00,AM,8h,0.02%,8864.766602
5/1/2020,7:00:00,PM,8h,0.01%,8864.766602
5/2/2020,11:00:00,AM,8h,0.01%,8988.59668
5/2/2020,3:00:00,AM,8h,0.01%,8988.59668
5/2/2020,7:00:00,PM,8h,0.01%,8988.59668
5/3/2020,11:00:00,AM,8h,0.02%,8897.46875
5/3/2020,3:00:00,AM,8h,0.02%,8897.46875
5/3/2020,7:00:00,PM,8h,0.01%,8897.46875
5/4/2020,11:00:00,AM,8h,0.01%,8912.654297
5/4/2020,3:00:00,AM,8h,0.01%,8912.654297
5/4/2020,7:00:00,PM,8h,0.01%,8912.654297
5/5/2020,11:00:00,AM,8h,0.01%,9003.070313
5/5/2020,3:00:00,AM,8h,0.01%,9003.070313
5/5/2020,7:00:00,PM,8h,0.01%,9003.070313
5/6/2020,11:00:00,AM,8h,0.04%,9268.761719
5/6/2020,3:00:00,AM,8h,0.01%,9268.761719
5/6/2020,7:00:00,PM,8h,0.01%,9268.761719
5/7/2020,11:00:00,AM,8h,0.01%,9951.518555
5/7/2020,3:00:00,AM,8h,0.01%,9951.518555
5/7/2020,7:00:00,PM,8h,0.02%,9951.518555
5/8/2020,11:00:00,AM,8h,0.05%,9842.666016
5/8/2020,3:00:00,AM,8h,0.03%,9842.666016
5/8/2020,7:00:00,PM,8h,0.04%,9842.666016
5/9/2020,11:00:00,AM,8h,0.06%,9593.896484
5/9/2020,3:00:00,AM,8h,0.08%,9593.896484
5/9/2020,7:00:00,PM,8h,0.04%,9593.896484
5/10/2020,11:00:00,AM,8h,0.01%,8756.430664
5/10/2020,3:00:00,AM,8h,0.01%,8756.430664
5/10/2020,7:00:00,PM,8h,0.01%,8756.430664
5/11/2020,11:00:00,AM,8h,0.01%,8601.795898
5/11/2020,3:00:00,AM,8h,0.01%,8601.795898
5/11/2020,7:00:00,PM,8h,0.01%,8601.795898
5/12/2020,11:00:00,AM,8h,0.01%,8804.477539
5/12/2020,3:00:00,AM,8h,0.01%,8804.477539
5/12/2020,7:00:00,PM,8h,0.01%,8804.477539
5/13/2020,11:00:00,AM,8h,0.01%,9269.987305
5/13/2020,3:00:00,AM,8h,0.01%,9269.987305
5/13/2020,7:00:00,PM,8h,0.01%,9269.987305
5/14/2020,11:00:00,AM,8h,0.01%,9733.72168
5/14/2020,3:00:00,AM,8h,0.01%,9733.72168
5/14/2020,7:00:00,PM,8h,0.01%,9733.72168
5/15/2020,11:00:00,AM,8h,0.01%,9328.197266
5/15/2020,3:00:00,AM,8h,0.00%,9328.197266
5/15/2020,7:00:00,PM,8h,0.01%,9328.197266
5/16/2020,11:00:00,AM,8h,0.01%,9377.013672
5/16/2020,3:00:00,AM,8h,0.01%,9377.013672
5/16/2020,7:00:00,PM,8h,0.01%,9377.013672
5/17/2020,11:00:00,AM,8h,0.00%,9670.739258
5/17/2020,3:00:00,AM,8h,0.00%,9670.739258
5/17/2020,7:00:00,PM,8h,0.01%,9670.739258
5/18/2020,11:00:00,AM,8h,-0.01%,9726.575195
5/18/2020,3:00:00,AM,8h,0.01%,9726.575195
5/18/2020,7:00:00,PM,8h,0.01%,9726.575195
5/19/2020,11:00:00,AM,8h,0.01%,9729.038086
5/19/2020,3:00:00,AM,8h,0.01%,9729.038086
5/19/2020,7:00:00,PM,8h,0.01%,9729.038086
5/20/2020,11:00:00,AM,8h,0.01%,9522.981445
5/20/2020,3:00:00,AM,8h,0.01%,9522.981445
5/20/2020,7:00:00,PM,8h,-0.01%,9522.981445
5/21/2020,11:00:00,AM,8h,0.01%,9081.761719
5/21/2020,3:00:00,AM,8h,0.01%,9081.761719
5/21/2020,7:00:00,PM,8h,-0.01%,9081.761719
5/22/2020,11:00:00,AM,8h,0.01%,9182.577148
5/22/2020,3:00:00,AM,8h,0.00%,9182.577148
5/22/2020,7:00:00,PM,8h,0.00%,9182.577148
5/23/2020,11:00:00,AM,8h,0.01%,9209.287109
5/23/2020,3:00:00,AM,8h,0.00%,9209.287109
5/23/2020,7:00:00,PM,8h,0.01%,9209.287109
5/24/2020,11:00:00,AM,8h,0.01%,8790.368164
5/24/2020,3:00:00,AM,8h,0.01%,8790.368164
5/24/2020,7:00:00,PM,8h,0.01%,8790.368164
5/25/2020,11:00:00,AM,8h,0.00%,8906.93457
5/25/2020,3:00:00,AM,8h,0.00%,8906.93457
5/25/2020,7:00:00,PM,8h,0.00%,8906.93457
5/26/2020,11:00:00,AM,8h,0.00%,8835.052734
5/26/2020,3:00:00,AM,8h,0.01%,8835.052734
5/26/2020,7:00:00,PM,8h,0.00%,8835.052734
5/27/2020,11:00:00,AM,8h,-0.01%,9181.017578
5/27/2020,3:00:00,AM,8h,0.01%,9181.017578
5/27/2020,7:00:00,PM,8h,-0.01%,9181.017578
5/28/2020,11:00:00,AM,8h,0.00%,9525.750977
5/28/2020,3:00:00,AM,8h,-0.01%,9525.750977
5/28/2020,7:00:00,PM,8h,0.00%,9525.750977
5/29/2020,11:00:00,AM,8h,0.00%,9439.124023
5/29/2020,3:00:00,AM,8h,0.00%,9439.124023
5/29/2020,7:00:00,PM,8h,0.01%,9439.124023
5/30/2020,11:00:00,AM,8h,0.01%,9700.414063
5/30/2020,3:00:00,AM,8h,0.01%,9700.414063
5/30/2020,7:00:00,PM,8h,0.01%,9700.414063
5/31/2020,11:00:00,AM,8h,0.01%,9461.058594
5/31/2020,3:00:00,AM,8h,0.01%,9461.058594
5/31/2020,7:00:00,PM,8h,0.01%,9461.058594
6/1/2020,11:00:00,AM,8h,0.00%,10167.26856
6/1/2020,3:00:00,AM,8h,0.00%,10167.26856
6/1/2020,7:00:00,PM,8h,0.03%,10167.26856
6/2/2020,11:00:00,AM,8h,0.01%,9529.803711
6/2/2020,3:00:00,AM,8h,0.08%,9529.803711
6/2/2020,7:00:00,PM,8h,0.01%,9529.803711
6/3/2020,11:00:00,AM,8h,0.01%,9656.717773
6/3/2020,3:00:00,AM,8h,0.01%,9656.717773
6/3/2020,7:00:00,PM,8h,0.01%,9656.717773
6/4/2020,11:00:00,AM,8h,0.01%,9800.636719
6/4/2020,3:00:00,AM,8h,0.01%,9800.636719
6/4/2020,7:00:00,PM,8h,0.01%,9800.636719
6/5/2020,11:00:00,AM,8h,0.01%,9665.533203
6/5/2020,3:00:00,AM,8h,0.01%,9665.533203
6/5/2020,7:00:00,PM,8h,0.01%,9665.533203
6/6/2020,11:00:00,AM,8h,0.01%,9653.679688
6/6/2020,3:00:00,AM,8h,0.01%,9653.679688
6/6/2020,7:00:00,PM,8h,0.01%,9653.679688
6/7/2020,11:00:00,AM,8h,0.01%,9758.852539
6/7/2020,3:00:00,AM,8h,0.01%,9758.852539
6/7/2020,7:00:00,PM,8h,0.01%,9758.852539
6/8/2020,11:00:00,AM,8h,0.01%,9771.489258
6/8/2020,3:00:00,AM,8h,0.01%,9771.489258
6/8/2020,7:00:00,PM,8h,0.01%,9771.489258
6/9/2020,11:00:00,AM,8h,0.01%,9795.700195
6/9/2020,3:00:00,AM,8h,0.01%,9795.700195
6/9/2020,7:00:00,PM,8h,0.01%,9795.700195
6/10/2020,11:00:00,AM,8h,0.01%,9870.094727
6/10/2020,3:00:00,AM,8h,0.01%,9870.094727
6/10/2020,7:00:00,PM,8h,0.01%,9870.094727
6/11/2020,11:00:00,AM,8h,0.01%,9321.78125
6/11/2020,3:00:00,AM,8h,0.01%,9321.78125
6/11/2020,7:00:00,PM,8h,0.01%,9321.78125
6/12/2020,11:00:00,AM,8h,0.01%,9480.84375
6/12/2020,3:00:00,AM,8h,0.00%,9480.84375
6/12/2020,7:00:00,PM,8h,0.00%,9480.84375
6/13/2020,11:00:00,AM,8h,0.01%,9475.277344
6/13/2020,3:00:00,AM,8h,0.01%,9475.277344
6/13/2020,7:00:00,PM,8h,0.01%,9475.277344
6/14/2020,11:00:00,AM,8h,0.01%,9386.788086
6/14/2020,3:00:00,AM,8h,0.01%,9386.788086
6/14/2020,7:00:00,PM,8h,0.01%,9386.788086
6/15/2020,11:00:00,AM,8h,-0.02%,9450.702148
6/15/2020,3:00:00,AM,8h,0.00%,9450.702148
6/15/2020,7:00:00,PM,8h,-0.02%,9450.702148
6/16/2020,11:00:00,AM,8h,0.01%,9538.024414
6/16/2020,3:00:00,AM,8h,0.01%,9538.024414
6/16/2020,7:00:00,PM,8h,0.01%,9538.024414
6/17/2020,11:00:00,AM,8h,0.01%,9480.254883
6/17/2020,3:00:00,AM,8h,-0.01%,9480.254883
6/17/2020,7:00:00,PM,8h,-0.01%,9480.254883
6/18/2020,11:00:00,AM,8h,0.01%,9411.84082
6/18/2020,3:00:00,AM,8h,-0.01%,9411.84082
6/18/2020,7:00:00,PM,8h,0.00%,9411.84082
6/19/2020,11:00:00,AM,8h,0.01%,9288.018555
6/19/2020,3:00:00,AM,8h,0.00%,9288.018555
6/19/2020,7:00:00,PM,8h,0.01%,9288.018555
6/20/2020,11:00:00,AM,8h,0.01%,9332.34082
6/20/2020,3:00:00,AM,8h,0.00%,9332.34082
6/20/2020,7:00:00,PM,8h,0.00%,9332.34082
6/21/2020,11:00:00,AM,8h,0.01%,9303.629883
6/21/2020,3:00:00,AM,8h,0.00%,9303.629883
6/21/2020,7:00:00,PM,8h,0.01%,9303.629883
6/22/2020,11:00:00,AM,8h,0.01%,9648.717773
6/22/2020,3:00:00,AM,8h,0.01%,9648.717773
6/22/2020,7:00:00,PM,8h,0.01%,9648.717773
6/23/2020,11:00:00,AM,8h,0.01%,9629.658203
6/23/2020,3:00:00,AM,8h,0.01%,9629.658203
6/23/2020,7:00:00,PM,8h,0.01%,9629.658203
6/24/2020,11:00:00,AM,8h,0.01%,9313.610352
6/24/2020,3:00:00,AM,8h,0.01%,9313.610352
6/24/2020,7:00:00,PM,8h,0.01%,9313.610352
6/25/2020,11:00:00,AM,8h,0.01%,9264.813477
6/25/2020,3:00:00,AM,8h,0.01%,9264.813477
6/25/2020,7:00:00,PM,8h,0.01%,9264.813477
6/26/2020,11:00:00,AM,8h,0.01%,9162.917969
6/26/2020,3:00:00,AM,8h,0.01%,9162.917969
6/26/2020,7:00:00,PM,8h,0.01%,9162.917969
6/27/2020,11:00:00,AM,8h,0.01%,9045.390625
6/27/2020,3:00:00,AM,8h,0.01%,9045.390625
6/27/2020,7:00:00,PM,8h,0.01%,9045.390625
6/28/2020,11:00:00,AM,8h,0.00%,9143.582031
6/28/2020,3:00:00,AM,8h,0.01%,9143.582031
6/28/2020,7:00:00,PM,8h,0.01%,9143.582031
6/29/2020,11:00:00,AM,8h,0.01%,9190.854492
6/29/2020,3:00:00,AM,8h,0.01%,9190.854492
6/29/2020,7:00:00,PM,8h,0.01%,9190.854492
6/30/2020,11:00:00,AM,8h,0.01%,9137.993164
6/30/2020,3:00:00,AM,8h,0.01%,9137.993164
6/30/2020,7:00:00,PM,8h,0.01%,9137.993164
7/1/2020,11:00:00,AM,8h,0.01%,9228.325195
7/1/2020,3:00:00,AM,8h,0.01%,9228.325195
7/1/2020,7:00:00,PM,8h,0.01%,9228.325195
7/2/2020,11:00:00,AM,8h,0.01%,9123.410156
7/2/2020,3:00:00,AM,8h,0.01%,9123.410156
7/2/2020,7:00:00,PM,8h,0.01%,9123.410156
7/3/2020,11:00:00,AM,8h,0.01%,9087.303711
7/3/2020,3:00:00,AM,8h,0.01%,9087.303711
7/3/2020,7:00:00,PM,8h,0.01%,9087.303711
7/4/2020,11:00:00,AM,8h,0.01%,9132.488281
7/4/2020,3:00:00,AM,8h,0.01%,9132.488281
7/4/2020,7:00:00,PM,8h,0.01%,9132.488281
7/5/2020,11:00:00,AM,8h,0.01%,9073.942383
7/5/2020,3:00:00,AM,8h,0.01%,9073.942383
7/5/2020,7:00:00,PM,8h,0.01%,9073.942383
7/6/2020,11:00:00,AM,8h,0.01%,9375.474609
7/6/2020,3:00:00,AM,8h,0.01%,9375.474609
7/6/2020,7:00:00,PM,8h,0.01%,9375.474609
7/7/2020,11:00:00,AM,8h,0.01%,9252.277344
7/7/2020,3:00:00,AM,8h,0.01%,9252.277344
7/7/2020,7:00:00,PM,8h,0.01%,9252.277344
7/8/2020,11:00:00,AM,8h,0.01%,9428.333008
7/8/2020,3:00:00,AM,8h,0.01%,9428.333008
7/8/2020,7:00:00,PM,8h,0.01%,9428.333008
7/9/2020,11:00:00,AM,8h,0.01%,9277.967773
7/9/2020,3:00:00,AM,8h,0.01%,9277.967773
7/9/2020,7:00:00,PM,8h,0.01%,9277.967773
7/10/2020,11:00:00,AM,8h,0.01%,9278.807617
7/10/2020,3:00:00,AM,8h,0.01%,9278.807617
7/10/2020,7:00:00,PM,8h,0.01%,9278.807617
7/11/2020,11:00:00,AM,8h,0.01%,9240.34668
7/11/2020,3:00:00,AM,8h,0.01%,9240.34668
7/11/2020,7:00:00,PM,8h,0.01%,9240.34668
7/12/2020,11:00:00,AM,8h,0.01%,9276.5
7/12/2020,3:00:00,AM,8h,0.01%,9276.5
7/12/2020,7:00:00,PM,8h,0.01%,9276.5
7/13/2020,11:00:00,AM,8h,0.01%,9243.614258
7/13/2020,3:00:00,AM,8h,0.01%,9243.614258
7/13/2020,7:00:00,PM,8h,0.01%,9243.614258
7/14/2020,11:00:00,AM,8h,0.01%,9243.213867
7/14/2020,3:00:00,AM,8h,0.01%,9243.213867
7/14/2020,7:00:00,PM,8h,0.01%,9243.213867
